store_number,store_name,address,city,state,zip_code,phone_number,website_address,lat,lon
R00000203045,Verizon Wireless At Greer,6031 Wade Hampton Blvd,Taylors,SC,29687,(864) 848-0804,https://www.verizon.com/stores/stores/south-carolina/taylors/greer-338954/,34.93630533,-82.27708792
R00000224212,Verizon Wireless At Lancaster,1107 Highway 9 Byp W,Lancaster,SC,29720,(803) 283-2220,https://www.verizon.com/stores/stores/south-carolina/lancaster/lancaster-340250/,34.73340764,-80.79373883
R00000224213,Verizon Wireless At Rock Hill,2143 Mana Ct,Rock Hill,SC,29730,(803) 327-7620,https://www.verizon.com/stores/stores/south-carolina/rock-hill/rock-hill-340772/,34.93941457,-80.9700121
R00000000771,Verizon Wireless At Aiken,156 S Aiken Ln,Aiken,SC,29803,(803) 502-0155,https://www.verizon.com/stores/stores/south-carolina/aiken/aiken-287236/,33.51982291,-81.71706883
R00000243540,Verizon Wireless At North Augusta,1207 Knox Ave,North Augusta,SC,29841,(803) 819-0866,https://www.verizon.com/stores/stores/south-carolina/north-augusta/north-augusta-1005100/,33.50202389,-81.95868899
R00000166227,Verizon Wireless At Hilton Head,1314 Fording Island Rd,Bluffton,SC,29910,(843) 815-4040,https://www.verizon.com/stores/stores/south-carolina/bluffton/hilton-head-329404/,32.24458949,-80.82811117
R00000164551,Verizon Wireless At Covington,10337 Industrial Blvd Ne,Covington,GA,30014,(770) 385-0085,https://www.verizon.com/stores/stores/georgia/covington/covington-330351/,33.61152739,-83.8271687
R00000282982,Verizon Wireless At North Point,7601 N Point Pkwy,Alpharetta,GA,30022,(770) 643-8585,https://www.verizon.com/stores/stores/georgia/alpharetta/north-point-r00000282982/,34.0407585,-84.3055078
R00000253463,Verizon Wireless At Decatur Ga,2570 Blackmon Dr,Decatur,GA,30033,(404) 267-7004,https://www.verizon.com/stores/stores/georgia/decatur/decatur-ga-1203514/,33.79267395,-84.28679757
R00000251882,Verizon Wireless At Cumming,914 Market Place Blvd,Cumming,GA,30041,(678) 455-4041,https://www.verizon.com/stores/stores/georgia/cumming/cumming-1182426/,34.18086782,-84.13184971
R00000003194,Verizon Wireless At Lawrenceville,890 Lawrenceville Suwanee Rd,Lawrenceville,GA,30043,(770) 822-2548,https://www.verizon.com/stores/stores/georgia/lawrenceville/lawrenceville-301991/,33.97120311,-84.01881733
R00000234984,Verizon Wireless At Marietta,1311 Johnson Ferry Rd,Marietta,GA,30068,(770) 578-8700,https://www.verizon.com/stores/stores/georgia/marietta/marietta-344132/,33.98115796,-84.42672623
R00000236536,Verizon Wireless At Snellville,1937 Scenic Hwy N,Snellville,GA,30078,(770) 979-0166,https://www.verizon.com/stores/stores/georgia/snellville/snellville-355012/,33.87246343,-84.01490606
R00000160357,Verizon Wireless At Smyrna,2540 Cobb Pkwy Se,Smyrna,GA,30080,(770) 956-8550,https://www.verizon.com/stores/stores/georgia/smyrna/smyrna-330470/,33.89075712,-84.47688354
R00000120309,Verizon Wireless At Tucker,3963 Lavista Rd,Tucker,GA,30084,(770) 414-8501,https://www.verizon.com/stores/stores/georgia/tucker/tucker-320415/,33.84587013,-84.25296511
R00000001949,Verizon Wireless At Gwinnett,3625 Satellite Blvd,Duluth,GA,30096,(678) 957-1470,https://www.verizon.com/stores/stores/georgia/duluth/gwinnett-228703/,33.95870295,-84.13606593
R00000249292,Verizon Wireless At Canton,2115 Cumming Hwy,Canton,GA,30115,(770) 479-4005,https://www.verizon.com/stores/stores/georgia/canton/canton-1142506/,34.23753004,-84.45586939
R00000000849,Verizon Wireless At Carrollton,1655 S Highway 27,Carrollton,GA,30117,(770) 830-0376,https://www.verizon.com/stores/stores/georgia/carrollton/carrollton-302603/,33.54524021,-85.07440598
R00000000361,Verizon Wireless At Cartersville,118 N Morningside Dr,Cartersville,GA,30121,(770) 607-6430,https://www.verizon.com/stores/stores/georgia/cartersville/cartersville-286339/,34.16995763,-84.78686666
R00000001553,Verizon Wireless At Douglasville,2736 Chapel Hill Rd,Douglasville,GA,30135,(770) 949-0283,https://www.verizon.com/stores/stores/georgia/douglasville/douglasville-288590/,33.73060378,-84.73647712
R00000002337,Verizon Wireless At Hiram,4791 Jimmy Lee Smith Pkwy,Hiram,GA,30141,(770) 943-9157,https://www.verizon.com/stores/stores/georgia/hiram/hiram-318075/,33.89021288,-84.74841647
R00000002170,Verizon Wireless At Kennesaw,423 Ernest W Barrett Pkwy Nw,Kennesaw,GA,30144,(770) 794-2303,https://www.verizon.com/stores/stores/georgia/kennesaw/kennesaw-313779/,34.01266126,-84.56257745
R00000003065,Verizon Wireless At Rome,805 Broad St,Rome,GA,30161,(706) 291-4408,https://www.verizon.com/stores/stores/georgia/rome/rome-311179/,34.25735936,-85.16518652
R00000000402,Verizon Wireless At Woodstock,121 Lauren Ln,Woodstock,GA,30189,(770) 928-2998,https://www.verizon.com/stores/stores/georgia/woodstock/woodstock-286180/,34.08516591,-84.5428052
R00000248563,Verizon Wireless At Fayetteville,1391 Highway 85 N,Fayetteville,GA,30214,(678) 817-1409,https://www.verizon.com/stores/stores/georgia/fayetteville/fayetteville-1051610/,33.47896339,-84.43606988
R00000000656,Verizon Wireless At Griffin,1445 N Expressway,Griffin,GA,30223,(770) 412-9100,https://www.verizon.com/stores/stores/georgia/griffin/griffin-280197/,33.27208192,-84.29163544
R00000000680,Verizon Wireless At Lagrange,1468 Lafayette Pkwy,Lagrange,GA,30241,(706) 884-1111,https://www.verizon.com/stores/stores/georgia/lagrange/lagrange-314119/,33.04155856,-84.98352471
R00000000990,Verizon Wireless At Mcdonough,1844 Jonesboro Rd,Mcdonough,GA,30253,(770) 957-6407,https://www.verizon.com/stores/stores/georgia/mcdonough/mcdonough-284921/,33.46485026,-84.21593612
R00000200960,Verizon Wireless At Newnan,191 Newnan Crossing Byp,Newnan,GA,30265,(770) 304-1111,https://www.verizon.com/stores/stores/georgia/newnan/newnan-337990/,33.39231449,-84.76117976
R00000001730,Verizon Wireless At Peachtree City,310 Commerce Dr,Peachtree City,GA,30269,(770) 487-3805,https://www.verizon.com/stores/stores/georgia/peachtree-city/peachtree-city-201282/,33.39800989,-84.59089486
R00000169116,Verizon Wireless At Buckhead,3275 Peachtree Rd Ne,Atlanta,GA,30305,(404) 442-9316,https://www.verizon.com/stores/stores/georgia/atlanta/buckhead-329388/,33.84417687,-84.36940173
R00000255641,Verizon Wireless At Edgewood,1220 Caroline St Ne,Atlanta,GA,30307,(404) 267-7019,https://www.verizon.com/stores/stores/georgia/atlanta/edgewood-1203510/,33.75865041,-84.34884897
R00000116220,Verizon Wireless At Ponce De Leon,650 Ponce De Leon Ave Ne,Atlanta,GA,30308,(404) 685-8308,https://www.verizon.com/stores/stores/georgia/atlanta/ponce-de-leon-318014/,33.77401774,-84.36580539
R00000147393,Verizon Wireless At Howell Mill,1801 Howell Mill Rd Nw,Atlanta,GA,30318,(404) 351-0712,https://www.verizon.com/stores/stores/georgia/atlanta/howell-mill-315759/,33.80448899,-84.41322148
R00000255642,Verizon Wireless At West Midtown Atlanta,530 17th St Nw,Atlanta,GA,30318,(404) 260-6429,https://www.verizon.com/stores/stores/georgia/atlanta/west-midtown-atlanta-1306422/,33.7911579,-84.4066519
R00000000430,Verizon Wireless At Perimeter Place,123 Perimeter Ctr W,Atlanta,GA,30346,(770) 399-9993,https://www.verizon.com/stores/stores/georgia/atlanta/perimeter-place-286178/,33.92780109,-84.34390375
R00000196294,Verizon Wireless At Statesboro,890 Buckhead Dr,Statesboro,GA,30458,(912) 489-5095,https://www.verizon.com/stores/stores/georgia/statesboro/statesboro-335474/,32.43386793,-81.75752718
R00000182159,Verizon Wireless At Vidalia,1303 E 1st Street,Vidalia,GA,30474,(912) 537-6070,https://www.verizon.com/stores/stores/georgia/vidalia/vidalia-331883/,32.21125705,-82.39770519
R00000249295,Verizon Wireless At Gainesville,679 Dawsonville Hwy,Gainesville,GA,30501,(678) 450-8810,https://www.verizon.com/stores/stores/georgia/gainesville/gainesville-1082810/,34.29611439,-83.85491297
R00000250457,Verizon Wireless At Buford,3397 Buford Dr,Buford,GA,30519,(678) 482-7576,https://www.verizon.com/stores/stores/georgia/buford/buford-1064422/,34.07444836,-83.9832736
R00000253349,Verizon Wireless At Dawsonville,253 Market Place Blvd,Dawsonville,GA,30534,(678) 208-3881,https://www.verizon.com/stores/stores/georgia/dawsonville/dawsonville-1203262/,34.34901509,-84.04983845
R00000003192,Verizon Wireless At East Ellijay,89 Highland Xing,East Ellijay,GA,30540,(706) 635-8570,https://www.verizon.com/stores/stores/georgia/east-ellijay/east-ellijay-278801/,34.6580713,-84.49099213
R00000111458,Verizon Wireless At Athens,1761 Epps Bridge Pkwy,Athens,GA,30606,(706) 543-5150,https://www.verizon.com/stores/stores/georgia/athens/athens-325230/,33.91582445,-83.44642969
R00000251432,Verizon Wireless At Dalton,1516 W Walnut Ave,Dalton,GA,30720,(706) 278-3579,https://www.verizon.com/stores/stores/georgia/dalton/dalton-1156006/,34.76084351,-84.99656707
R00000133523,Verizon Wireless At Ft. Oglethorpe,3584 Battlefield Pkwy,Fort Oglethorpe,GA,30742,(706) 861-9665,https://www.verizon.com/stores/stores/georgia/fort-oglethorpe/ft-oglethorpe-325200/,34.93689943,-85.20810736
R00000143834,Verizon Wireless At Evans,4312 Washington Rd,Evans,GA,30809,(706) 868-0086,https://www.verizon.com/stores/stores/georgia/evans/evans-330671/,33.5375449,-82.12960616
R00000001456,Verizon Wireless At Augusta Exchange,254 Robert C Daniel Jr Pkwy,Augusta,GA,30909,(706) 737-5495,https://www.verizon.com/stores/stores/georgia/augusta/augusta-exchange-287239/,33.48675422,-82.08041176
R00000170281,Verizon Wireless At Dublin,2409 Us Highway 80 W,Dublin,GA,31021,(478) 272-9619,https://www.verizon.com/stores/stores/georgia/dublin/dublin-329356/,32.54751724,-82.96688848
R00000224214,Verizon Wireless At Warner Robins- Centerville,2902 Watson Blvd,Centerville,GA,31028,(478) 971-1124,https://www.verizon.com/stores/stores/georgia/centerville/warner-robins-centerville-342129/,32.61914096,-83.68442237
R00000001448,Verizon Wireless At Milledgeville,2521 N Columbia St,Milledgeville,GA,31061,(478) 454-3080,https://www.verizon.com/stores/stores/georgia/milledgeville/milledgeville-281240/,33.11479777,-83.25930683
R00000002283,Verizon Wireless At West Macon,4590 Billy Williamson Dr,Macon,GA,31206,(478) 477-1442,https://www.verizon.com/stores/stores/georgia/macon/west-macon-312639/,32.82130602,-83.71341571
R00000140481,Verizon Wireless At Macon,4790 Riverside Dr,Macon,GA,31210,(478) 471-1500,https://www.verizon.com/stores/stores/georgia/macon/macon-328839/,32.92314144,-83.71164076
R00000000989,Verizon Wireless At Pooler,184 Pooler Pkwy,Pooler,GA,31322,(912) 748-0987,https://www.verizon.com/stores/stores/georgia/pooler/pooler-286338/,32.14133623,-81.24615524
R00000232117,Verizon Wireless At Rincon,5442 S Columbia Ave,Rincon,GA,31326,(912) 826-4413,https://www.verizon.com/stores/stores/georgia/rincon/rincon-341526/,32.27393034,-81.22865634
R00000195236,Verizon Wireless At Savannah,7805 Abercorn St,Savannah,GA,31406,(912) 353-5060,https://www.verizon.com/stores/stores/georgia/savannah/savannah-331893/,32.00497513,-81.11877143
R00000163777,Verizon Wireless At Waycross,2244 Memorial Dr,Waycross,GA,31501,(912) 285-1090,https://www.verizon.com/stores/stores/georgia/waycross/waycross-326368/,31.19894798,-82.32622817
R00000120308,Verizon Wireless At Brunswick,670 Glynn,Isles Brunswick,GA,31525,(912) 261-1100,https://www.verizon.com/stores/stores/georgia/brunswick/brunswick-324217/,31.20283943,-81.4828337
R00000191023,Verizon Wireless At Valdosta Store,1185 N Saint Augustine Rd,Valdosta,GA,31601,(229) 242-5656,https://www.verizon.com/stores/stores/georgia/valdosta/valdosta-store-331888/,30.8409415,-83.32178771
R00000000241,Verizon Wireless At Albany,1100 N Westover Blvd,Albany,GA,31707,(229) 431-2355,https://www.verizon.com/stores/stores/georgia/albany/albany-203376/,31.6176653,-84.21300866
R00000000898,Verizon Wireless At Americus,1718 E Lamar St,Americus,GA,31709,(229) 931-0770,https://www.verizon.com/stores/stores/georgia/americus/americus-315760/,32.06064796,-84.19875942
R00000202129,Verizon Wireless At Moultrie,615 Veterans Pkwy S,Moultrie,GA,31788,(229) 891-2100,https://www.verizon.com/stores/stores/georgia/moultrie/moultrie-335164/,31.17140615,-83.75952439
R00000000593,Verizon Wireless At Thomasville,13915 Us Highway 19 S,Thomasville,GA,31792,(229) 228-7819,https://www.verizon.com/stores/stores/georgia/thomasville/thomasville-305336/,30.84011662,-83.94478407
R00000185181,Verizon Wireless At Tifton,1430 Us Highway 82 W,Tifton,GA,31793,(229) 388-0972,https://www.verizon.com/stores/stores/georgia/tifton/tifton-331886/,31.44738647,-83.53697667
R00000185421,Verizon Wireless At South Columbus,3127 Macon Rd,Columbus,GA,31906,(706) 330-8209,https://www.verizon.com/stores/stores/georgia/columbus/south-columbus-331887/,32.47927677,-84.9457957
R00000234740,Verizon Wireless At North Columbus,6783 Veterans Pky,Columbus,GA,31909,(706) 327-8900,https://www.verizon.com/stores/stores/georgia/columbus/north-columbus-350451/,32.54611128,-84.95286584
R00000191086,Verizon Wireless At Lake City,2750 W Us Highway 90,Lake City,FL,32055,(386) 961-0300,https://www.verizon.com/stores/stores/florida/lake-city/lake-city-331878/,30.17926473,-82.67740174
R00000001036,Verizon Wireless At Orange Park,1911 Wells Rd,Orange Park,FL,32073,(904) 215-9444,https://www.verizon.com/stores/stores/florida/orange-park/orange-park-204220/,30.18739167,-81.73670143
R00000112569,Verizon Wireless At St. Augustine,1860 Old Moultrie Rd,Saint Augustine,FL,32084,(904) 823-8607,https://www.verizon.com/stores/stores/florida/saint-augustine/st-augustine-339344/,29.86734309,-81.32547654
R00000150375,Verizon Wireless At Daytona Beach,2296 W International Speedway,Daytona Beach,FL,32114,(386) 226-8000,https://www.verizon.com/stores/stores/florida/daytona-beach/daytona-beach-325199/,29.1847118,-81.07848784
R00000327554,Verizon Wireless At Daytona Lpga,1321 Cornerstone Blvd,Daytona Beach,FL,32114,(386) 682-2121,https://www.verizon.com/stores/stores/florida/daytona-beach/daytona-lpga-r00000327554/,29.217196,-81.097072
R00000252899,Verizon Wireless At Lady Lake,472 N Us Highway 441,Lady Lake,FL,32159,(352) 350-2861,https://www.verizon.com/stores/stores/florida/lady-lake/lady-lake-1134430/,28.93057,-81.930567
R00000237003,Verizon Wireless At North Jacksonville,14031 Hubble Dr,Jacksonville,FL,32218,(904) 751-2272,https://www.verizon.com/stores/stores/florida/jacksonville/north-jacksonville-350588/,30.47965512,-81.63538287
R00000112572,Verizon Wireless At East Jacksonville,13534 Beach Blvd,Jacksonville,FL,32224,(904) 223-1795,https://www.verizon.com/stores/stores/florida/jacksonville/east-jacksonville-324307/,30.28711006,-81.46086473
R00000003270,Verizon Wireless At Regency,9344 Atlantic Blvd,Jacksonville,FL,32225,(904) 721-4970,https://www.verizon.com/stores/stores/florida/jacksonville/regency-308316/,30.31688263,-81.55715737
R00000249898,Verizon Wireless At St Johns Town Center,4948 Big Island Dr,Jacksonville,FL,32246,(904) 240-3390,https://www.verizon.com/stores/stores/florida/jacksonville/st-johns-town-center-1076006/,30.2524468,-81.52889192
R00000000149,Verizon Wireless At Mandarin,10400 San Jose Blvd,Jacksonville,FL,32257,(904) 880-8282,https://www.verizon.com/stores/stores/florida/jacksonville/mandarin-200818/,30.19051542,-81.62768847
R00000164254,Verizon Wireless At Tallahassee,2014 Apalachee Pkwy,Tallahassee,FL,32301,(850) 325-6689,https://www.verizon.com/stores/stores/florida/tallahassee/tallahassee-325752/,30.43181781,-84.24736004
R00000257360,Verizon Wireless At Village Square,1400 Village Square Blvd,Tallahassee,FL,32312,(850) 273-7022,https://www.verizon.com/stores/stores/florida/tallahassee/village-square-1319922/,30.511655,-84.247837
R00000002124,Verizon Wireless At Panama City,411a E 23rd St,Panama City,FL,32405,(850) 769-2269,https://www.verizon.com/stores/stores/florida/panama-city/panama-city-286879/,30.19003816,-85.65362161
R00000173503,Verizon Wireless At Pensacola,5600 N 9th Ave,Pensacola,FL,32504,(850) 478-1311,https://www.verizon.com/stores/stores/florida/pensacola/pensacola-332234/,30.47857449,-87.20752336
R00000224279,Verizon Wireless At Nine Mile,1791 E Nine Mile Rd,Pensacola,FL,32514,(850) 969-1248,https://www.verizon.com/stores/stores/florida/pensacola/nine-mile-342871/,30.53154202,-87.22231088
R00000172270,Verizon Wireless At Destin,34737 Emerald Coast Pkwy,Destin,FL,32541,(850) 650-0195,https://www.verizon.com/stores/stores/florida/destin/destin-341025/,30.3875022,-86.4388103
R00000002599,Verizon Wireless At Fort Walton Beach,575 Beal Pkwy Nw,Fort Walton Beach,FL,32548,(850) 863-2144,https://www.verizon.com/stores/stores/florida/fort-walton-beach/fort-walton-beach-307902/,30.42939264,-86.63850915
R00000253272,Verizon Wireless At Pace Crossings,4788 Highway 90,Pace,FL,32571,(850) 995-0139,https://www.verizon.com/stores/stores/florida/pace/pace-crossings-1155210/,30.60413529,-87.1227037
R00000112595,Verizon Wireless At Gainesville North,6921 W Newberry Rd,Gainesville,FL,32605,(352) 332-1661,https://www.verizon.com/stores/stores/florida/gainesville/gainesville-north-341024/,29.65921453,-82.41691088
R00000149822,Verizon Wireless At Gainesville,3401 Sw Archer Rd,Gainesville,FL,32608,(352) 378-8828,https://www.verizon.com/stores/stores/florida/gainesville/gainesville-329195/,29.62623817,-82.37281445
R00000237941,Verizon Wireless At Altamonte Springs,410 E Altamonte Drive,Altamonte Springs,FL,32701,(407) 831-4664,https://www.verizon.com/stores/stores/florida/altamonte-springs/altamonte-springs-357266/,28.66315909,-81.37791054
R00000000345,Verizon Wireless At Orange City,1169 Saxon Blvd,Orange City,FL,32763,(386) 774-0105,https://www.verizon.com/stores/stores/florida/orange-city/orange-city-302206/,28.91194588,-81.27963407
R00000007441,Verizon Wireless At Oviedo,8155 Red Bug Lake Rd,Oviedo,FL,32765,(407) 365-4949,https://www.verizon.com/stores/stores/florida/oviedo/oviedo-200914/,28.65579026,-81.23806804
R00000000824,Verizon Wireless At Sanford Store,1615 Rinehart Rd,Sanford,FL,32771,(407) 321-0186,https://www.verizon.com/stores/stores/florida/sanford/sanford-store-318935/,28.80255325,-81.33073954
R00000166052,Verizon Wireless At Colonial,3742 E Colonial Dr,Orlando,FL,32803,(407) 894-5770,https://www.verizon.com/stores/stores/florida/orlando/colonial-331052/,28.55299259,-81.33806214
R00000001746,Verizon Wireless At Kirkman,3120 S Kirkman Rd,Orlando,FL,32811,(407) 294-2515,https://www.verizon.com/stores/stores/florida/orlando/kirkman-307856/,28.50971852,-81.45971088
R00000002722,Verizon Wireless At Waterford Lakes,626 N Alafaya Trl,Orlando,FL,32828,(407) 823-7751,https://www.verizon.com/stores/stores/florida/orlando/waterford-lakes-310259/,28.55586053,-81.20769588
R00000257781,Verizon Wireless At Lake Nona,12701 Narcoossee Rd,Orlando,FL,32832,(407) 926-0065,https://www.verizon.com/stores/stores/florida/orlando/lake-nona-1340022/,28.382586,-81.240865
R00000253362,Verizon Wireless At Millenia,4782 Millenia Plaza Way,Orlando,FL,32839,(321) 354-0728,https://www.verizon.com/stores/stores/florida/orlando/millenia-1188050/,28.49229713,-81.4287213
R00000235486,Verizon Wireless At Melbourne,2120 W New Haven Ave,Melbourne,FL,32904,(321) 984-0320,https://www.verizon.com/stores/stores/florida/melbourne/melbourne-345055/,28.07932766,-80.65650612
R00000160813,Verizon Wireless At Merritt Island,650 E Merritt Island Cswy,Merritt Island,FL,32952,(321) 454-3211,https://www.verizon.com/stores/stores/florida/merritt-island/merritt-island-329231/,28.35774282,-80.68929864
R00000139111,Verizon Wireless At Vero Beach,6280 20th St,Vero Beach,FL,32966,(772) 794-5799,https://www.verizon.com/stores/stores/florida/vero-beach/vero-beach-321366/,27.63963178,-80.45678163
R00000256135,Verizon Wireless At Dania,1700 Stirling Rd,Dania,FL,33004,(954) 924-4433,https://www.verizon.com/stores/stores/florida/dania/dania-1289922/,26.04874664,-80.15647748
R00000112593,Verizon Wireless At Hialeah,1599 W 49th St,Hialeah,FL,33012,(305) 819-6443,https://www.verizon.com/stores/stores/florida/hialeah/hialeah-328842/,25.86691146,-80.31462459
R00000282985,Verizon Wireless At Miami Gardens,17760 Nw 57th Ave,Hialeah,FL,33015,(786) 532-9089,https://www.verizon.com/stores/stores/florida/hialeah/miami-gardens-r00000282985/,25.934382,-80.294258
R00000167785,Verizon Wireless At Pembroke Pines,11089 Pines Blvd,Pembroke Pines,FL,33026,(954) 704-4700,https://www.verizon.com/stores/stores/florida/pembroke-pines/pembroke-pines-328853/,26.00862282,-80.29565848
R00000327762,Verizon Wireless At Coral Springs,710 N University Dr,Coral Springs,FL,33071,(954) 796-3516,https://www.verizon.com/stores/stores/florida/coral-springs/coral-springs-r00000327762/,26.241859,-80.254444
R00000256134,Verizon Wireless At Midtown Miami,3100 N Miami Ave,Miami,FL,33127,(786) 582-6431,https://www.verizon.com/stores/stores/florida/miami/midtown-miami-1286922/,25.80648464,-80.19499769
R00000001265,Verizon Wireless At Coral Gables,2201 Ponce De Leon Blvd,Coral Gables,FL,33134,(305) 446-1946,https://www.verizon.com/stores/stores/florida/coral-gables/coral-gables-201100/,25.75188363,-80.25853452
R00000327556,Verizon Wireless At South Beach,1220 17th St,Miami Beach,FL,33139,(786) 857-5137,https://www.verizon.com/stores/stores/florida/miami-beach/south-beach-r00000327556/,25.791868,-80.141813
R00000257842,Verizon Wireless At Pinecrest,7880 Sw 104th St,Miami,FL,33156,(786) 535-2505,https://www.verizon.com/stores/stores/florida/miami/pinecrest-1340322/,25.673843,-80.322817
R00000000659,Verizon Wireless At Doral,1450 Nw 87th Ave,Doral,FL,33172,(305) 594-4373,https://www.verizon.com/stores/stores/florida/doral/doral-315359/,25.78702162,-80.3370671
R00000174907,Verizon Wireless At Kendall,11600 N Kendall Dr,Miami,FL,33176,(305) 598-7457,https://www.verizon.com/stores/stores/florida/miami/kendall-340279/,25.68597372,-80.38378615
R00000257361,Verizon Wireless At Aventura,18707 Biscayne Blvd,Aventura,FL,33180,(305) 521-0511,https://www.verizon.com/stores/stores/florida/aventura/aventura-1336522/,25.949128,-80.145655
R00000252199,Verizon Wireless At North Miami,12190 Biscayne Blvd,North Miami,FL,33181,(305) 957-1101,https://www.verizon.com/stores/stores/florida/north-miami/north-miami-1161262/,25.88823262,-80.16459138
R00000159750,Verizon Wireless At Ft. Lauderdale,2501 N Federal Hwy,Fort Lauderdale,FL,33305,(954) 561-5999,https://www.verizon.com/stores/stores/florida/fort-lauderdale/ft-lauderdale-321365/,26.15796121,-80.11786826
R00000250693,Verizon Wireless At Davie,2105 S University Dr,Davie,FL,33324,(954) 321-2411,https://www.verizon.com/stores/stores/florida/davie/davie-1124454/,26.09579107,-80.25214719
R00000238065,Verizon Wireless At West Palm Beach,2615 Okeechobee Blvd,West Palm Beach,FL,33409,(561) 616-0100,https://www.verizon.com/stores/stores/florida/west-palm-beach/west-palm-beach-1023958/,26.7070655,-80.09320853
R00000327455,Verizon Wireless At Palm Beach Gardens,2602 Pga Blvd,Palm Beach Gardens,FL,33410,(561) 622-9989,https://www.verizon.com/stores/stores/florida/palm-beach-gardens/palm-beach-gardens-r00000327455/,26.843718,-80.075126
R00000112673,Verizon Wireless At Wellington,1000 S State Road 7,Wellington,FL,33414,(561) 790-0124,https://www.verizon.com/stores/stores/florida/wellington/wellington-325751/,26.66365185,-80.20214394
R00000000933,Verizon Wireless At Boynton Beach,1770 N Congress Ave,Boynton Beach,FL,33426,(561) 364-9711,https://www.verizon.com/stores/stores/florida/boynton-beach/boynton-beach-287462/,26.54230543,-80.09017719
R00000251177,Verizon Wireless At Boca Raton,9982 Glades Rd,Boca Raton,FL,33434,(561) 482-2258,https://www.verizon.com/stores/stores/florida/boca-raton/boca-raton-1143202/,26.36732754,-80.20256203
R00000201138,Verizon Wireless At Brandon,11395 Causeway Blvd,Brandon,FL,33511,(813) 643-3507,https://www.verizon.com/stores/stores/florida/brandon/brandon-337748/,27.92263183,-82.31936708
R00000257358,Verizon Wireless At Cypress Creek,25472 Sierra Center Blvd,Lutz,FL,33559,(813) 261-3247,https://www.verizon.com/stores/stores/florida/lutz/cypress-creek-1016707/,28.193211,-82.394786
R00000179926,Verizon Wireless At Plant City,2909 James L Redman Pkwy,Plant City,FL,33566,(813) 764-8202,https://www.verizon.com/stores/stores/florida/plant-city/plant-city-331866/,27.98219071,-82.12229493
R00000002897,Verizon Wireless At South Tampa,714 S Dale Mabry Hwy,Tampa,FL,33609,(813) 874-5718,https://www.verizon.com/stores/stores/florida/tampa/south-tampa-203322/,27.93682102,-82.50541599
R00000000752,Verizon Wireless At Dale Mabry,15324 N Dale Mabry Hwy,Tampa,FL,33618,(813) 265-4622,https://www.verizon.com/stores/stores/florida/tampa/dale-mabry-244141/,28.09019868,-82.50352336
R00000125305,Verizon Wireless At Citrus Park,8204 Citrus Park Dr,Tampa,FL,33625,(813) 792-9145,https://www.verizon.com/stores/stores/florida/tampa/citrus-park-324306/,28.06561207,-82.57317631
R00000126817,Verizon Wireless At New Tampa,17501 Preserve Walk Ln,Tampa,FL,33647,(813) 972-4590,https://www.verizon.com/stores/stores/florida/tampa/new-tampa-302431/,28.12749412,-82.36954984
R00000153194,Verizon Wireless At St. Petersburg,4870 Park St N,Saint Petersburg,FL,33709,(727) 544-4676,https://www.verizon.com/stores/stores/florida/saint-petersburg/st-petersburg-328843/,27.8167638,-82.75454688
R00000257359,Verizon Wireless At Tyrone,2220 66th St N,Saint Petersburg,FL,33710,(727) 803-0345,https://www.verizon.com/stores/stores/florida/saint-petersburg/tyrone-1016711/,27.791787,-82.728814
R00000005508,Verizon Wireless At Clearwater East,2664 Gulf To Bay Blvd,Clearwater,FL,33759,(727) 723-9888,https://www.verizon.com/stores/stores/florida/clearwater/clearwater-east-286716/,27.96113307,-82.72739684
R00000153193,Verizon Wireless At Pinellas Park,6898 Us Highway 19 N,Pinellas Park,FL,33781,(727) 525-1494,https://www.verizon.com/stores/stores/florida/pinellas-park/pinellas-park-328855/,27.83404544,-82.6810804
R00000180780,Verizon Wireless At Lakeland South,3406 S Florida Ave,Lakeland,FL,33803,(863) 644-8800,https://www.verizon.com/stores/stores/florida/lakeland/lakeland-south-331871/,28.0021528,-81.95639576
R00000002047,Verizon Wireless At Lakeland North,3970 Us Highway 98 N,Lakeland,FL,33809,(863) 816-1400,https://www.verizon.com/stores/stores/florida/lakeland/lakeland-north-288690/,28.09325714,-81.97483577
R00000199385,Verizon Wireless At Sebring,4223 Sebring Pkwy,Sebring,FL,33870,(863) 382-4126,https://www.verizon.com/stores/stores/florida/sebring/sebring-331881/,27.51455323,-81.4934801
R00000232453,Verizon Wireless At Winter Haven,199 Cypress Gardens Blvd Sw,Winter Haven,FL,33880,(863) 401-8484,https://www.verizon.com/stores/stores/florida/winter-haven/winter-haven-341290/,28.00435431,-81.72905818
R00000244566,Verizon Wireless At Cape Coral,1803 Ne Pine Island Rd,Cape Coral,FL,33909,(239) 573-1934,https://www.verizon.com/stores/stores/florida/cape-coral/cape-coral-362059/,26.67108837,-81.93556275
R00000112598,Verizon Wireless At Cleveland Avenue,13620 S Tamiami Trl,Fort Myers,FL,33912,(239) 939-4335,https://www.verizon.com/stores/stores/florida/fort-myers/cleveland-avenue-329420/,26.54452744,-81.87226023
R00000126003,Verizon Wireless At Estero,23200 Via Villagio,Estero,FL,33928,(239) 498-1338,https://www.verizon.com/stores/stores/florida/estero/estero-326241/,26.40154302,-81.80982656
R00000116624,Verizon Wireless At Port Charlotte,1750 Tamiami Trail,Port Charlotte,FL,33948,(941) 764-1400,https://www.verizon.com/stores/stores/florida/port-charlotte/port-charlotte-338940/,27.00793789,-82.13415485
